News_Data,Labelling,Cleaned_News-Data,Tokenized,Tokenized_Stopword,Tokenized_Stopword_Stemmed,Detokenized
"Video: Korban Meninggal Bencana Sumatera Capai 539 Jiwa, 453 Hilang",-1,video korban meninggal bencana sumatera capai jiwa hilang,"['video', 'korban', 'meninggal', 'bencana', 'sumatera', 'capai', 'jiwa', 'hilang']","['video', 'korban', 'meninggal', 'bencana', 'sumatera', 'capai', 'jiwa', 'hilang']","['video', 'korban', 'tinggal', 'bencana', 'sumatera', 'capai', 'jiwa', 'hilang']",video korban tinggal bencana sumatera capai jiwa hilang
Video: Momen 150 Siswa-Siswi Tapteng Dievakuasi Pakai Helikopter,-1,video momen siswa siswi tapteng dievakuasi pakai helikopter,"['video', 'momen', 'siswa', 'siswi', 'tapteng', 'dievakuasi', 'pakai', 'helikopter']","['video', 'momen', 'siswa', 'siswi', 'tapteng', 'dievakuasi', 'pakai', 'helikopter']","['video', 'momen', 'siswa', 'siswi', 'tapteng', 'evakuasi', 'pakai', 'helikopter']",video momen siswa siswi tapteng evakuasi pakai helikopter
"Video: Kepala Daerah Kerap Salahkan Hujan saat Bencana, Padahal Tata Ruang",-1,video kepala daerah kerap salahkan hujan saat bencana padahal tata ruang,"['video', 'kepala', 'daerah', 'kerap', 'salahkan', 'hujan', 'saat', 'bencana', 'padahal', 'tata', 'ruang']","['video', 'kepala', 'daerah', 'kerap', 'salahkan', 'hujan', 'bencana', 'tata', 'ruang']","['video', 'kepala', 'daerah', 'kerap', 'salah', 'hujan', 'bencana', 'tata', 'ruang']",video kepala daerah kerap salah hujan bencana tata ruang
Erdogan Kritik Serangan Drone Ukraina ke 'Armada Bayangan' Rusia di Laut Hitam,0,erdogan kritik serangan drone ukraina ke armada bayangan rusia di laut hitam,"['erdogan', 'kritik', 'serangan', 'drone', 'ukraina', 'ke', 'armada', 'bayangan', 'rusia', 'di', 'laut', 'hitam']","['erdogan', 'kritik', 'serangan', 'drone', 'ukraina', 'armada', 'bayangan', 'rusia', 'laut', 'hitam']","['erdogan', 'kritik', 'serang', 'drone', 'ukraina', 'armada', 'bayang', 'rusia', 'laut', 'hitam']",erdogan kritik serang drone ukraina armada bayang rusia laut hitam
"Gunung Lewotobi Laki-laki Masih Level Awas, Warga Diminta Tetap Waspada",-1,gunung lewotobi laki laki masih level awas warga diminta tetap waspada,"['gunung', 'lewotobi', 'laki', 'laki', 'masih', 'level', 'awas', 'warga', 'diminta', 'tetap', 'waspada']","['gunung', 'lewotobi', 'laki', 'laki', 'level', 'awas', 'warga', 'waspada']","['gunung', 'lewotobi', 'laki', 'laki', 'level', 'awas', 'warga', 'waspada']",gunung lewotobi laki laki level awas warga waspada
Video Menko Cak Imin Ajak Bahlil-Raja Juli Tobat: Kiamat Sudah Terjadi,0,video menko cak imin ajak bahlil raja juli tobat kiamat sudah terjadi,"['video', 'menko', 'cak', 'imin', 'ajak', 'bahlil', 'raja', 'juli', 'tobat', 'kiamat', 'sudah', 'terjadi']","['video', 'menko', 'cak', 'imin', 'ajak', 'bahlil', 'raja', 'juli', 'tobat', 'kiamat']","['video', 'menko', 'cak', 'imin', 'ajak', 'bahlil', 'raja', 'juli', 'tobat', 'kiamat']",video menko cak imin ajak bahlil raja juli tobat kiamat
Video: Purnawirawan Tersangka Kasus Satelit Kemhan Ngaku Diperintah Atasan,-1,video purnawirawan tersangka kasus satelit kemhan ngaku diperintah atasan,"['video', 'purnawirawan', 'tersangka', 'kasus', 'satelit', 'kemhan', 'ngaku', 'diperintah', 'atasan']","['video', 'purnawirawan', 'tersangka', 'satelit', 'kemhan', 'ngaku', 'diperintah', 'atasan']","['video', 'purnawirawan', 'sangka', 'satelit', 'kemhan', 'ngaku', 'perintah', 'atas']",video purnawirawan sangka satelit kemhan ngaku perintah atas
Menag Serahkan Bantuan Rp 155 M untuk Korban Bencana Aceh-Sumut-Sumbar,1,menag serahkan bantuan rp m untuk korban bencana aceh sumut sumbar,"['menag', 'serahkan', 'bantuan', 'rp', 'm', 'untuk', 'korban', 'bencana', 'aceh', 'sumut', 'sumbar']","['menag', 'serahkan', 'bantuan', 'rp', 'm', 'korban', 'bencana', 'aceh', 'sumut', 'sumbar']","['menag', 'serah', 'bantu', 'rp', 'm', 'korban', 'bencana', 'aceh', 'sumut', 'sumbar']",menag serah bantu rp m korban bencana aceh sumut sumbar
"Masuk Kandang, Remaja Brasil Tewas Diterkam Singa",-1,masuk kandang remaja brasil tewas diterkam singa,"['masuk', 'kandang', 'remaja', 'brasil', 'tewas', 'diterkam', 'singa']","['masuk', 'kandang', 'remaja', 'brasil', 'tewas', 'diterkam', 'singa']","['masuk', 'kandang', 'remaja', 'brasil', 'tewas', 'terkam', 'singa']",masuk kandang remaja brasil tewas terkam singa
"RUU Penyadapan Masuk Prolegnas Prioritas, KPK Akan Persiapkan Kajian",0,ruu penyadapan masuk prolegnas prioritas kpk akan persiapkan kajian,"['ruu', 'penyadapan', 'masuk', 'prolegnas', 'prioritas', 'kpk', 'akan', 'persiapkan', 'kajian']","['ruu', 'penyadapan', 'masuk', 'prolegnas', 'prioritas', 'kpk', 'persiapkan', 'kajian']","['ruu', 'sadap', 'masuk', 'prolegnas', 'prioritas', 'kpk', 'siap', 'kaji']",ruu sadap masuk prolegnas prioritas kpk siap kaji
"Sido Muncul Dukung Semua Kebijakan Pemerintah, Termasuk Aturan PLTS Atap",0,sido muncul dukung semua kebijakan pemerintah termasuk aturan plts atap,"['sido', 'muncul', 'dukung', 'semua', 'kebijakan', 'pemerintah', 'termasuk', 'aturan', 'plts', 'atap']","['sido', 'muncul', 'dukung', 'kebijakan', 'pemerintah', 'aturan', 'plts', 'atap']","['sido', 'muncul', 'dukung', 'bijak', 'perintah', 'atur', 'plts', 'atap']",sido muncul dukung bijak perintah atur plts atap
"Penyidik KPK Sudah di Arab Saudi Usut Korupsi Kuota Haji, Ini yang Didalami",-1,penyidik kpk sudah di arab saudi usut korupsi kuota haji ini yang didalami,"['penyidik', 'kpk', 'sudah', 'di', 'arab', 'saudi', 'usut', 'korupsi', 'kuota', 'haji', 'ini', 'yang', 'didalami']","['penyidik', 'kpk', 'arab', 'saudi', 'usut', 'korupsi', 'kuota', 'haji', 'didalami']","['sidik', 'kpk', 'arab', 'saudi', 'usut', 'korupsi', 'kuota', 'haji', 'dalam']",sidik kpk arab saudi usut korupsi kuota haji dalam
Sadis! 4 Orang Aniaya Calon LC di Batam hingga Tewas,-1,sadis orang aniaya calon lc di batam hingga tewas,"['sadis', 'orang', 'aniaya', 'calon', 'lc', 'di', 'batam', 'hingga', 'tewas']","['sadis', 'orang', 'aniaya', 'calon', 'lc', 'batam', 'tewas']","['sadis', 'orang', 'aniaya', 'calon', 'lc', 'batam', 'tewas']",sadis orang aniaya calon lc batam tewas
Jurnalis detikcom Raih Humas Kemenag Award 2025 Penguatan Literasi Keagamaan,1,jurnalis detikcom raih humas kemenag award penguatan literasi keagamaan,"['jurnalis', 'detikcom', 'raih', 'humas', 'kemenag', 'award', 'penguatan', 'literasi', 'keagamaan']","['jurnalis', 'detikcom', 'raih', 'humas', 'kemenag', 'award', 'penguatan', 'literasi', 'keagamaan']","['jurnalis', 'detikcom', 'raih', 'humas', 'kemenag', 'award', 'kuat', 'literasi', 'agama']",jurnalis detikcom raih humas kemenag award kuat literasi agama
Video: Komisi V DPR Soroti Penyebab Bencana di Sumatera Akibat Kerusakan Alam,0,video komisi v dpr soroti penyebab bencana di sumatera akibat kerusakan alam,"['video', 'komisi', 'v', 'dpr', 'soroti', 'penyebab', 'bencana', 'di', 'sumatera', 'akibat', 'kerusakan', 'alam']","['video', 'komisi', 'v', 'dpr', 'soroti', 'penyebab', 'bencana', 'sumatera', 'akibat', 'kerusakan', 'alam']","['video', 'komisi', 'v', 'dpr', 'sorot', 'sebab', 'bencana', 'sumatera', 'akibat', 'rusa', 'alam']",video komisi v dpr sorot sebab bencana sumatera akibat rusa alam
Video: Menteri LH Dalami Dugaan PLTA Jadi Penyebab Banjir Sumatera,0,video menteri lh dalami dugaan plta jadi penyebab banjir sumatera,"['video', 'menteri', 'lh', 'dalami', 'dugaan', 'plta', 'jadi', 'penyebab', 'banjir', 'sumatera']","['video', 'menteri', 'lh', 'dalami', 'dugaan', 'plta', 'penyebab', 'banjir', 'sumatera']","['video', 'menteri', 'lh', 'dalam', 'duga', 'plta', 'sebab', 'banjir', 'sumatera']",video menteri lh dalam duga plta sebab banjir sumatera
"Gudang Pabrik Makanan di Pati Kebakaran, Karyawan Berlarian Evakuasi",-1,gudang pabrik makanan di pati kebakaran karyawan berlarian evakuasi,"['gudang', 'pabrik', 'makanan', 'di', 'pati', 'kebakaran', 'karyawan', 'berlarian', 'evakuasi']","['gudang', 'pabrik', 'makanan', 'pati', 'kebakaran', 'karyawan', 'berlarian', 'evakuasi']","['gudang', 'pabrik', 'makan', 'pati', 'bakar', 'karyawan', 'lari', 'evakuasi']",gudang pabrik makan pati bakar karyawan lari evakuasi
Video: IDAI Berharap Banjir di Sumatera Ditetapkan Jadi Bencana Nasional,0,video idai berharap banjir di sumatera ditetapkan jadi bencana nasional,"['video', 'idai', 'berharap', 'banjir', 'di', 'sumatera', 'ditetapkan', 'jadi', 'bencana', 'nasional']","['video', 'idai', 'berharap', 'banjir', 'sumatera', 'ditetapkan', 'bencana', 'nasional']","['video', 'ida', 'harap', 'banjir', 'sumatera', 'tetap', 'bencana', 'nasional']",video ida harap banjir sumatera tetap bencana nasional
"Banjir-Longsor di Subulussalam Aceh: 5 Jembatan, 2 Jalan dan 2 SD Rusak",-1,banjir longsor di subulussalam aceh jembatan jalan dan sd rusak,"['banjir', 'longsor', 'di', 'subulussalam', 'aceh', 'jembatan', 'jalan', 'dan', 'sd', 'rusak']","['banjir', 'longsor', 'subulussalam', 'aceh', 'jembatan', 'jalan', 'sd', 'rusak']","['banjir', 'longsor', 'subulussalam', 'aceh', 'jembatan', 'jalan', 'sd', 'rusak']",banjir longsor subulussalam aceh jembatan jalan sd rusak
Stok BBM untuk Genset RS dan Puskemas di Bener Meriah Aceh Menipis,-1,stok bbm untuk genset rs dan puskemas di bener meriah aceh menipis,"['stok', 'bbm', 'untuk', 'genset', 'rs', 'dan', 'puskemas', 'di', 'bener', 'meriah', 'aceh', 'menipis']","['stok', 'bbm', 'genset', 'rs', 'puskemas', 'bener', 'meriah', 'aceh', 'menipis']","['stok', 'bbm', 'genset', 'rs', 'puskemas', 'bener', 'riah', 'aceh', 'tip']",stok bbm genset rs puskemas bener riah aceh tip
Kata BMKG soal Wanti-wanti Cuaca Ekstrem Sebelum Bencana di Sumatera,-1,kata bmkg soal wanti wanti cuaca ekstrem sebelum bencana di sumatera,"['kata', 'bmkg', 'soal', 'wanti', 'wanti', 'cuaca', 'ekstrem', 'sebelum', 'bencana', 'di', 'sumatera']","['bmkg', 'wanti', 'wanti', 'cuaca', 'ekstrem', 'bencana', 'sumatera']","['bmkg', 'wanti', 'wanti', 'cuaca', 'ekstrem', 'bencana', 'sumatera']",bmkg wanti wanti cuaca ekstrem bencana sumatera
Video: Atap Ruko di Bogor Ambruk Usai Diterjang Hujan dan Angin Kencang,-1,video atap ruko di bogor ambruk usai diterjang hujan dan angin kencang,"['video', 'atap', 'ruko', 'di', 'bogor', 'ambruk', 'usai', 'diterjang', 'hujan', 'dan', 'angin', 'kencang']","['video', 'atap', 'ruko', 'bogor', 'ambruk', 'diterjang', 'hujan', 'angin', 'kencang']","['video', 'atap', 'ruko', 'bogor', 'ambruk', 'terjang', 'hujan', 'angin', 'kencang']",video atap ruko bogor ambruk terjang hujan angin kencang
Video: Komisi V DPR Dukung Penetapan Bencana Nasional di Sumatera,0,video komisi v dpr dukung penetapan bencana nasional di sumatera,"['video', 'komisi', 'v', 'dpr', 'dukung', 'penetapan', 'bencana', 'nasional', 'di', 'sumatera']","['video', 'komisi', 'v', 'dpr', 'dukung', 'penetapan', 'bencana', 'nasional', 'sumatera']","['video', 'komisi', 'v', 'dpr', 'dukung', 'tetap', 'bencana', 'nasional', 'sumatera']",video komisi v dpr dukung tetap bencana nasional sumatera
Kakorlantas Polri Terima Penghargaan Sutami Awards 2025,1,kakorlantas polri terima penghargaan sutami awards,"['kakorlantas', 'polri', 'terima', 'penghargaan', 'sutami', 'awards']","['kakorlantas', 'polri', 'terima', 'penghargaan', 'sutami', 'awards']","['kakorlantas', 'polri', 'terima', 'harga', 'sutami', 'awards']",kakorlantas polri terima harga sutami awards
Pertamina Salurkan Bantuan & Evakuasi Pekerja Terdampak Banjir di Aceh,1,pertamina salurkan bantuan evakuasi pekerja terdampak banjir di aceh,"['pertamina', 'salurkan', 'bantuan', 'evakuasi', 'pekerja', 'terdampak', 'banjir', 'di', 'aceh']","['pertamina', 'salurkan', 'bantuan', 'evakuasi', 'pekerja', 'terdampak', 'banjir', 'aceh']","['pertamina', 'salur', 'bantu', 'evakuasi', 'kerja', 'dampak', 'banjir', 'aceh']",pertamina salur bantu evakuasi kerja dampak banjir aceh
Video: Menteri LH akan Panggil 8 Perusahaan soal Gelondongan Kayu di Sumut,1,video menteri lh akan panggil perusahaan soal gelondongan kayu di sumut,"['video', 'menteri', 'lh', 'akan', 'panggil', 'perusahaan', 'soal', 'gelondongan', 'kayu', 'di', 'sumut']","['video', 'menteri', 'lh', 'panggil', 'perusahaan', 'gelondongan', 'kayu', 'sumut']","['video', 'menteri', 'lh', 'panggil', 'usaha', 'gelondong', 'kayu', 'sumut']",video menteri lh panggil usaha gelondong kayu sumut
Video: 13 Orang Ditangkap Terkait Kebakaran Apartemen di Hong Kong,-1,video orang ditangkap terkait kebakaran apartemen di hong kong,"['video', 'orang', 'ditangkap', 'terkait', 'kebakaran', 'apartemen', 'di', 'hong', 'kong']","['video', 'orang', 'ditangkap', 'terkait', 'kebakaran', 'apartemen', 'hong', 'kong']","['video', 'orang', 'tangkap', 'kait', 'bakar', 'apartemen', 'hong', 'kong']",video orang tangkap kait bakar apartemen hong kong
KPK Ungkap ASN Kemenhub Atur Pengondisian di Korupsi Jalur KA Medan,-1,kpk ungkap asn kemenhub atur pengondisian di korupsi jalur ka medan,"['kpk', 'ungkap', 'asn', 'kemenhub', 'atur', 'pengondisian', 'di', 'korupsi', 'jalur', 'ka', 'medan']","['kpk', 'asn', 'kemenhub', 'atur', 'pengondisian', 'korupsi', 'jalur', 'ka', 'medan']","['kpk', 'asn', 'kemenhub', 'atur', 'kondisi', 'korupsi', 'jalur', 'ka', 'medan']",kpk asn kemenhub atur kondisi korupsi jalur ka medan
Video: Momen Pengiriman Bantuan Logistik untuk Korban Bencana Sumatera via Udara,0,video momen pengiriman bantuan logistik untuk korban bencana sumatera via udara,"['video', 'momen', 'pengiriman', 'bantuan', 'logistik', 'untuk', 'korban', 'bencana', 'sumatera', 'via', 'udara']","['video', 'momen', 'pengiriman', 'bantuan', 'logistik', 'korban', 'bencana', 'sumatera', 'via', 'udara']","['video', 'momen', 'kirim', 'bantu', 'logistik', 'korban', 'bencana', 'sumatera', 'via', 'udara']",video momen kirim bantu logistik korban bencana sumatera via udara
Presiden Israel Pertimbangkan 'Kepentingan Terbaik' Ampuni Korupsi Netanyahu,0,presiden israel pertimbangkan kepentingan terbaik ampuni korupsi netanyahu,"['presiden', 'israel', 'pertimbangkan', 'kepentingan', 'terbaik', 'ampuni', 'korupsi', 'netanyahu']","['presiden', 'israel', 'pertimbangkan', 'kepentingan', 'terbaik', 'ampuni', 'korupsi', 'netanyahu']","['presiden', 'israel', 'timbang', 'penting', 'baik', 'ampun', 'korupsi', 'netanyahu']",presiden israel timbang penting baik ampun korupsi netanyahu
"Reuni 212 di Monas Besok, 12 Kereta Akan Berhenti di Stasiun Jatinegara",0,reuni di monas besok kereta akan berhenti di stasiun jatinegara,"['reuni', 'di', 'monas', 'besok', 'kereta', 'akan', 'berhenti', 'di', 'stasiun', 'jatinegara']","['reuni', 'monas', 'besok', 'kereta', 'berhenti', 'stasiun', 'jatinegara']","['reuni', 'monas', 'besok', 'kereta', 'henti', 'stasiun', 'jatinegara']",reuni monas besok kereta henti stasiun jatinegara
"Menembus Desa Terisolir, TNI-Polri Selamatkan Warga Sakit di Palembayan",1,menembus desa terisolir tni polri selamatkan warga sakit di palembayan,"['menembus', 'desa', 'terisolir', 'tni', 'polri', 'selamatkan', 'warga', 'sakit', 'di', 'palembayan']","['menembus', 'desa', 'terisolir', 'tni', 'polri', 'selamatkan', 'warga', 'sakit', 'palembayan']","['tembus', 'desa', 'isolir', 'tni', 'polri', 'selamat', 'warga', 'sakit', 'palembayan']",tembus desa isolir tni polri selamat warga sakit palembayan
BPJS Ketenagakerjaan Luncurkan Buku 'Journey Integrated Report',0,bpjs ketenagakerjaan luncurkan buku journey integrated report,"['bpjs', 'ketenagakerjaan', 'luncurkan', 'buku', 'journey', 'integrated', 'report']","['bpjs', 'ketenagakerjaan', 'luncurkan', 'buku', 'journey', 'integrated', 'report']","['bpjs', 'ketenagakerjaan', 'luncur', 'buku', 'journey', 'integrated', 'report']",bpjs ketenagakerjaan luncur buku journey integrated report
Video Viral Pria Bawa Pedang Marah ke Pemobil di Jaksel,-1,video viral pria bawa pedang marah ke pemobil di jaksel,"['video', 'viral', 'pria', 'bawa', 'pedang', 'marah', 'ke', 'pemobil', 'di', 'jaksel']","['video', 'viral', 'pria', 'bawa', 'pedang', 'marah', 'pemobil', 'jaksel']","['video', 'viral', 'pria', 'bawa', 'pedang', 'marah', 'mobil', 'jaksel']",video viral pria bawa pedang marah mobil jaksel
KPK Panggil Ridwan Kamil Terkait Kasus BJB Minggu Ini,0,kpk panggil ridwan kamil terkait kasus bjb minggu ini,"['kpk', 'panggil', 'ridwan', 'kamil', 'terkait', 'kasus', 'bjb', 'minggu', 'ini']","['kpk', 'panggil', 'ridwan', 'kamil', 'terkait', 'bjb', 'minggu']","['kpk', 'panggil', 'ridwan', 'kamil', 'kait', 'bjb', 'minggu']",kpk panggil ridwan kamil kait bjb minggu
Seteru Ari Bias Vs Agnes Mo Perkara 'Bilang Saja' Berlanjut,0,seteru ari bias vs agnes mo perkara bilang saja berlanjut,"['seteru', 'ari', 'bias', 'vs', 'agnes', 'mo', 'perkara', 'bilang', 'saja', 'berlanjut']","['seteru', 'ari', 'bias', 'vs', 'agnes', 'mo', 'perkara', 'bilang', 'berlanjut']","['seteru', 'ari', 'bias', 'vs', 'agnes', 'mo', 'perkara', 'bilang', 'lanjut']",seteru ari bias vs agnes mo perkara bilang lanjut
Hong Kong Bersatu Mengenang Korban Kebakaran Kompleks Wang Fuk Court,-1,hong kong bersatu mengenang korban kebakaran kompleks wang fuk court,"['hong', 'kong', 'bersatu', 'mengenang', 'korban', 'kebakaran', 'kompleks', 'wang', 'fuk', 'court']","['hong', 'kong', 'bersatu', 'mengenang', 'korban', 'kebakaran', 'kompleks', 'wang', 'fuk', 'court']","['hong', 'kong', 'satu', 'kenang', 'korban', 'bakar', 'kompleks', 'wang', 'fuk', 'court']",hong kong satu kenang korban bakar kompleks wang fuk court
RUU Penyesuaian Pidana Atur Cabut Hak Keprofesian Lewat Putusan Pengadilan,0,ruu penyesuaian pidana atur cabut hak keprofesian lewat putusan pengadilan,"['ruu', 'penyesuaian', 'pidana', 'atur', 'cabut', 'hak', 'keprofesian', 'lewat', 'putusan', 'pengadilan']","['ruu', 'penyesuaian', 'pidana', 'atur', 'cabut', 'hak', 'keprofesian', 'putusan', 'pengadilan']","['ruu', 'sesuai', 'pidana', 'atur', 'cabut', 'hak', 'profesi', 'putus', 'adil']",ruu sesuai pidana atur cabut hak profesi putus adil
BNPB Sentil Kepala Daerah Salahkan Hujan Saat Bencana: Padahal Tata Ruang,-1,bnpb sentil kepala daerah salahkan hujan saat bencana padahal tata ruang,"['bnpb', 'sentil', 'kepala', 'daerah', 'salahkan', 'hujan', 'saat', 'bencana', 'padahal', 'tata', 'ruang']","['bnpb', 'sentil', 'kepala', 'daerah', 'salahkan', 'hujan', 'bencana', 'tata', 'ruang']","['bnpb', 'sentil', 'kepala', 'daerah', 'salah', 'hujan', 'bencana', 'tata', 'ruang']",bnpb sentil kepala daerah salah hujan bencana tata ruang
KPK Tahan 2 Tersangka Kasus Korupsi Proyek Jalur KA Wilayah Medan,-1,kpk tahan tersangka kasus korupsi proyek jalur ka wilayah medan,"['kpk', 'tahan', 'tersangka', 'kasus', 'korupsi', 'proyek', 'jalur', 'ka', 'wilayah', 'medan']","['kpk', 'tahan', 'tersangka', 'korupsi', 'proyek', 'jalur', 'ka', 'wilayah', 'medan']","['kpk', 'tahan', 'sangka', 'korupsi', 'proyek', 'jalur', 'ka', 'wilayah', 'medan']",kpk tahan sangka korupsi proyek jalur ka wilayah medan
ASDP Resmi Operasikan Layanan Kapal Express di Dermaga VI & I Merak,0,asdp resmi operasikan layanan kapal express di dermaga vi i merak,"['asdp', 'resmi', 'operasikan', 'layanan', 'kapal', 'express', 'di', 'dermaga', 'vi', 'i', 'merak']","['asdp', 'resmi', 'operasikan', 'layanan', 'kapal', 'express', 'dermaga', 'vi', 'i', 'merak']","['asdp', 'resmi', 'operasi', 'layan', 'kapal', 'express', 'dermaga', 'vi', 'i', 'merak']",asdp resmi operasi layan kapal express dermaga vi i merak
Video: Prabowo Bicara soal Penanganan Bencana Sumatera-Aceh,0,video prabowo bicara soal penanganan bencana sumatera aceh,"['video', 'prabowo', 'bicara', 'soal', 'penanganan', 'bencana', 'sumatera', 'aceh']","['video', 'prabowo', 'bicara', 'penanganan', 'bencana', 'sumatera', 'aceh']","['video', 'prabowo', 'bicara', 'tangan', 'bencana', 'sumatera', 'aceh']",video prabowo bicara tangan bencana sumatera aceh
"AHY Dorong Percepatan Pemulihan Infrastruktur di Aceh, Sumut & Sumbar",1,ahy dorong percepatan pemulihan infrastruktur di aceh sumut sumbar,"['ahy', 'dorong', 'percepatan', 'pemulihan', 'infrastruktur', 'di', 'aceh', 'sumut', 'sumbar']","['ahy', 'dorong', 'percepatan', 'pemulihan', 'infrastruktur', 'aceh', 'sumut', 'sumbar']","['ahy', 'dorong', 'cepat', 'pulih', 'infrastruktur', 'aceh', 'sumut', 'sumbar']",ahy dorong cepat pulih infrastruktur aceh sumut sumbar
4 Ton Bantuan Makanan hingga Obat Dikirim ke Solok-Agam Via Udara,1,ton bantuan makanan hingga obat dikirim ke solok agam via udara,"['ton', 'bantuan', 'makanan', 'hingga', 'obat', 'dikirim', 'ke', 'solok', 'agam', 'via', 'udara']","['ton', 'bantuan', 'makanan', 'obat', 'dikirim', 'solok', 'agam', 'via', 'udara']","['ton', 'bantu', 'makan', 'obat', 'kirim', 'solok', 'agam', 'via', 'udara']",ton bantu makan obat kirim solok agam via udara
Prabowo Pastikan Perbaikan Rumah-Jembatan Rusak Akibat Bencana Sumatera,1,prabowo pastikan perbaikan rumah jembatan rusak akibat bencana sumatera,"['prabowo', 'pastikan', 'perbaikan', 'rumah', 'jembatan', 'rusak', 'akibat', 'bencana', 'sumatera']","['prabowo', 'pastikan', 'perbaikan', 'rumah', 'jembatan', 'rusak', 'akibat', 'bencana', 'sumatera']","['prabowo', 'pasti', 'baik', 'rumah', 'jembatan', 'rusak', 'akibat', 'bencana', 'sumatera']",prabowo pasti baik rumah jembatan rusak akibat bencana sumatera
